"Planetary boundary","Control variable","impact_parent","impact","impact_unit","stressor","extension","stressor_unit","factor"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - combustion - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - combustion - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - combustion - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2_bio - combustion - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","N2O - combustion - air","air emissions","kg","4.64E-11"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - combustion - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Extraction/production of crude oil - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Mining of antracite - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Mining of bituminous coal - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Mining of coking coal - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Mining of lignite (brown coal) - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Mining of sub-bituminous coal - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - non combustion - Oil refinery - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Agglomeration plant - sinter - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Bricks production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Carbon black production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Cement production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Chemical wood pulp, dissolving grades - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Glass production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Lime production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Oil refinery - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Pig iron production, blast furnace - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Primary aluminium production - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Production of coke oven coke - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Production of gascoke - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Steel production: basic oxygen furnace - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - non combustion - Steel production: electric arc furnace - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - non combustion - Cement production - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - non combustion - Lime production - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Beef and veal - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Decorative paint applicatoin - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Degreasing - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Dry cleaning - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Extraction/production of crude oil - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Fat, edible and non-edible oil extraction - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Flexography and rotogravure in packaging - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Gasoline distribution - service stations - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Industrial paint application, general industry - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Leather coating - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Manufacture of automobiles - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Mutton and lamb - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Oil refinery - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Organic chemical industry - downstream units - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Organic chemical industry, storage - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Other industrial use of solvents - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Pharmaceutical industry - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Polystyrene processing - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Pork - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Poultry, dressed - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Printing, offset - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Products incorporating solvents - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Raw sugar - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Rotogravure in publication - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Screen printing - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Synthetic rubber - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Tyre production - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Vehicle refinishing - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","NMVOC - non combustion - Wire coating - air","air emissions","kg","1.06E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","SF6 - air","air emissions","kg","6.71E-08"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","HFC - air","air emissions","kg CO2-eq","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","PFC - air","air emissions","kg CO2-eq","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - agriculture - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - agriculture - peat decay - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","N2O - agriculture - air","air emissions","kg","4.64E-11"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CH4 - waste - air","air emissions","kg","1.59E-12"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO - waste - air","air emissions","kg","2.74E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - waste - biogenic - air","air emissions","kg","3.53E-13"
"Climate change","Energy imbalance at top-of-atmosphere","EI","EI","W yr m-2","CO2 - waste - fossil - air","air emissions","kg","3.53E-13"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - combustion - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - combustion - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - combustion - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2_bio - combustion - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - combustion - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Extraction/production of crude oil - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Mining of antracite - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Mining of bituminous coal - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Mining of coking coal - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Mining of lignite (brown coal) - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Mining of sub-bituminous coal - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - non combustion - Oil refinery - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Agglomeration plant - sinter - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Bricks production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Carbon black production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Cement production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Chemical wood pulp, dissolving grades - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Chemical wood pulp, soda and sulphate, other than dissolving grades - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Chemical wood pulp, sulphite, other than dissolving grades - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Glass production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Lime production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Oil refinery - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Pig iron production, blast furnace - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Primary aluminium production - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Production of coke oven coke - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Production of gascoke - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Steel production: basic oxygen furnace - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - non combustion - Steel production: electric arc furnace - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - non combustion - Cement production - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - non combustion - Lime production - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Beef and veal - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Decorative paint applicatoin - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Degreasing - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Dry cleaning - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Extraction/production of crude oil - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Fat, edible and non-edible oil extraction - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Flexography and rotogravure in packaging - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Gasoline distribution - service stations - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Industrial paint application, general industry - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Leather coating - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Manufacture of automobiles - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Mutton and lamb - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Oil refinery - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Organic chemical industry - downstream units - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Organic chemical industry, storage - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Other industrial use of solvents - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Pharmaceutical industry - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Polystyrene processing - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Pork - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Poultry, dressed - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Printing, offset - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Products incorporating solvents - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Raw sugar - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Rotogravure in publication - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Screen printing - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Steam cracking (ethylene and propylene production) - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Synthetic rubber - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Tyre production - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Vehicle refinishing - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","NMVOC - non combustion - Wire coating - air","air emissions","kg","8.07E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - agriculture - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - agriculture - peat decay - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CH4 - waste - air","air emissions","kg","7.40E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO - waste - air","air emissions","kg","4.23E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - waste - biogenic - air","air emissions","kg","2.69E-11"
"Climate change","Atmospheric CO2 concentration","aCO2","aCO2","ppm yr","CO2 - waste - fossil - air","air emissions","kg","2.69E-11"
"Stratospheric ozone depletion","Stratospheric ozone depletion","SOD","SOD","DU yr","N2O - combustion - air","air emissions","kg","1.41E-10"
"Stratospheric ozone depletion","Stratospheric ozone depletion","SOD","SOD","DU yr","N2O - agriculture - air","air emissions","kg","1.41E-10"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CH4 - combustion - air","air emissions","kg","2.26E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CO - combustion - air","air emissions","kg","1.29E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CO2 - combustion - air","air emissions","kg","8.22E-14"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CO2_bio - combustion - air","air emissions","kg","8.22E-14"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","NMVOC - combustion - air","air emissions","kg","2.47E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CH4 - non combustion - Extraction/production of (natural) gas - air","air emissions","kg","2.26E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CH4 - non combustion - Extraction/production of crude oil - air","air emissions","kg","2.26E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CH4 - non combustion - Mining of antracite - air","air emissions","kg","2.26E-13"
"Ocean acidification","Ocean acidification","OA","OA","mol yr","CH4 - non combustion - Mining of bituminous coal - air","air emissions","kg","2.26E-13"
